keyword,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11
qstream,43,0,77,0,0,100,33,0,0,0,88,0,0,25,0,46,0,25,28,0,71,0,0,40,0,55,59,0,32,36,0,40,19,0,0,0,18,0,76,0,0,0,54,0,0,0,0,0,0,22,53,0
athennian,0,41,0,0,0,0,0,0,0,100,0,71,0,0,0,0,0,0,77,63,85,92,0,0,62,0,0,0,0,0,0,0,0,97,60,58,38,32,66,64,92,60,0,86,0,67,56,0,88,0,43,0
courier.com,58,55,53,42,19,69,87,27,53,65,64,48,81,100,82,61,52,82,41,58,40,97,51,66,77,55,56,33,34,60,52,50,39,69,48,63,54,50,47,27,54,64,41,48,48,43,44,41,33,43,25,41
isize,71,76,71,60,70,72,68,67,70,66,77,57,61,72,74,41,73,52,68,67,58,79,100,64,61,40,50,70,86,87,72,83,64,65,64,60,66,61,72,50,68,77,82,65,61,64,60,66,56,56,66,59
sonect,0,24,0,59,54,47,46,27,29,0,0,75,45,0,0,21,24,82,100,42,81,0,58,28,24,23,97,0,39,0,27,0,27,23,28,0,35,0,0,27,0,0,36,27,18,33,27,43,0,0,56,0
delfastbikes,0,0,0,0,0,0,0,0,0,64,0,0,0,28,0,0,0,0,0,0,55,0,28,0,0,0,0,0,0,0,0,0,0,0,40,24,0,0,40,0,0,100,0,0,62,0,0,45,0,0,0,73
brunkeberg,55,0,41,0,0,59,0,28,0,33,48,0,0,0,0,0,34,58,100,45,45,0,55,38,0,57,23,43,0,0,33,0,61,79,0,56,0,0,41,0,25,0,25,37,0,0,35,0,0,39,99,33
adtriba,0,70,0,0,0,0,65,0,0,0,0,55,64,0,0,0,0,0,0,0,100,0,0,0,96,0,82,0,78,46,0,0,0,0,0,27,0,0,0,0,0,0,52,51,0,0,47,0,0,0,52,0
salido,52,51,54,61,51,52,50,56,59,56,50,55,50,55,52,55,58,55,57,58,61,47,45,47,46,48,100,44,59,47,46,48,45,46,47,47,43,43,52,54,48,46,47,47,53,46,60,46,53,89,56,55
brondell,60,44,60,65,61,55,56,66,64,59,42,54,43,61,59,59,53,48,58,65,31,63,100,63,76,63,71,76,76,61,49,67,60,54,49,75,62,65,57,63,66,56,48,54,58,57,55,55,60,56,46,62
draftkings,31,34,32,36,32,34,44,39,42,43,53,82,99,85,69,65,67,83,64,66,61,65,80,66,62,62,66,69,83,74,84,69,72,66,100,44,49,61,63,51,47,54,44,53,51,55,42,41,41,36,37,41
x-therma,76,60,0,0,0,38,0,71,0,37,0,74,0,0,0,0,0,0,50,31,0,0,0,0,100,0,53,0,0,0,39,0,0,74,0,0,48,0,0,89,0,33,0,0,0,0,35,0,0,0,0,0
ramp.network,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,38,0,33,0,51,0,0,0,51,0,61,0,50,70,0,0,39,0,0,60,40,0,36,0,0,34,43,0,51,0
efilecabinet,37,17,0,46,20,0,76,100,51,0,18,16,0,46,47,24,0,69,0,20,27,66,45,18,14,73,0,42,0,0,47,33,0,0,57,39,51,36,20,18,33,0,87,25,38,21,18,0,47,30,16,20
modl,88,83,81,81,73,85,95,98,76,78,81,81,78,86,92,65,86,88,93,83,90,88,79,86,78,90,77,69,82,100,88,76,80,74,91,99,76,96,75,90,84,83,80,69,88,80,70,81,67,78,95,88
wyvern,95,94,100,93,81,72,69,69,65,69,60,58,55,50,51,53,49,53,61,58,56,58,52,52,51,51,58,69,69,62,67,71,73,67,60,63,54,54,55,57,54,52,56,54,50,52,45,43,47,51,57,51
procmart,100,0,0,0,0,0,0,85,0,0,0,26,36,0,0,46,0,83,0,28,0,0,28,29,0,0,88,38,0,0,0,0,67,47,71,48,53,23,99,28,0,42,0,0,0,51,0,0,35,45,65,58
dcbrain,0,0,0,0,0,84,0,60,0,0,0,0,0,0,0,49,51,0,63,0,0,0,0,40,0,0,0,0,0,0,87,0,65,0,0,63,87,0,43,56,0,0,0,100,48,64,0,82,0,0,0,0
tonal.com,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,48,56,0,0,83,74,40,0,0,0,100,31,0,0,0,0,0,0,94,0,0,26,0,0,0,57,0,0,31,0,0,0,64,0,0,0,0
taplytics,100,16,0,26,0,0,0,15,16,0,0,0,15,36,18,16,16,0,34,0,0,16,0,0,0,0,0,0,0,0,0,33,0,18,0,0,0,0,0,0,0,30,0,26,25,0,13,38,0,0,24,0
getnexar,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,8,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,90,100,83,23,0
reebonz,18,41,36,22,23,27,21,20,31,14,30,28,29,27,17,29,20,38,37,25,27,45,43,16,12,27,31,17,16,12,21,34,0,25,65,16,23,33,19,17,14,53,60,100,76,66,51,39,29,35,17,0
datumate,0,0,0,0,48,0,0,0,0,0,71,0,0,0,26,31,32,0,52,0,0,0,0,0,0,29,0,0,0,53,71,0,0,0,0,0,0,0,39,0,33,77,100,0,28,0,0,0,0,100,0,60
expensya,68,80,53,45,72,59,41,20,17,36,42,49,85,82,79,70,48,58,53,82,59,80,82,72,38,98,61,45,52,60,57,43,57,80,31,76,47,59,70,65,66,67,34,45,72,23,44,54,46,37,83,100
talentguard,0,0,0,0,0,0,0,0,0,30,0,0,47,0,0,36,0,0,0,0,0,0,100,0,55,0,0,0,0,0,0,0,0,38,0,0,29,0,37,0,0,0,26,0,0,0,0,28,0,0,78,0
qcware,76,0,0,0,99,0,0,0,0,0,0,0,0,0,63,0,40,0,0,0,0,0,100,0,0,0,0,51,0,0,0,0,53,0,0,0,0,0,36,43,0,0,0,0,0,0,0,0,0,0,28,90
coursedog,0,51,0,28,0,41,41,0,81,22,22,63,48,0,24,60,44,0,94,27,89,39,31,100,0,0,0,0,0,28,55,40,37,68,39,83,28,51,62,22,98,0,0,0,50,23,0,39,69,0,34,92
lightbend,0,0,20,83,40,22,61,28,19,31,0,100,0,0,31,27,0,75,0,0,23,27,0,39,49,0,0,58,0,0,34,49,45,24,0,0,35,0,74,0,50,67,36,27,38,0,0,0,30,26,0,48
mentimeter.com,49,41,44,30,32,26,36,16,49,53,73,56,58,100,94,73,62,62,57,68,37,49,43,43,61,40,36,0,0,50,55,61,61,46,50,54,45,47,56,54,44,44,59,50,40,40,48,37,37,40,50,57
spekit,36,45,22,0,69,57,42,28,35,52,0,21,47,84,72,60,39,75,0,18,57,100,36,18,94,67,43,0,0,77,0,55,92,70,0,35,0,34,0,16,21,43,17,50,0,25,22,30,29,27,0,0
vyncacare,31,0,0,47,0,0,0,0,0,50,49,46,49,0,0,0,36,0,30,0,0,0,0,48,36,0,0,0,0,0,0,0,0,97,42,100,65,96,0,0,34,37,0,27,0,32,0,0,0,0,0,0
luc,44,44,39,38,38,39,38,39,43,58,42,36,100,40,40,38,37,40,37,40,35,39,35,34,35,38,41,38,43,38,36,36,37,38,39,38,36,36,36,39,37,38,36,38,37,34,39,37,38,35,35,33
gloo,77,63,65,62,79,60,75,59,66,63,60,60,57,59,53,53,57,61,57,62,66,57,63,59,51,67,55,66,85,92,74,90,69,68,76,69,83,78,68,72,78,77,83,79,100,98,92,82,65,71,73,71
thinkjinx,44,0,0,79,27,0,0,0,0,0,0,0,42,0,34,54,0,0,0,0,0,49,0,0,0,0,40,0,58,0,0,36,57,0,91,55,0,0,85,0,100,0,0,0,0,32,0,0,0,0,0,0
floodmapp,0,0,0,0,0,0,0,48,31,0,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,0,36,0,0,0,23,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,47,31
gorevel,0,51,0,0,0,29,39,0,98,91,42,0,0,0,100,0,35,0,0,0,42,0,47,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,41
ilof,0,57,43,64,26,19,41,33,0,24,74,55,59,50,19,21,83,60,58,39,72,48,49,87,44,0,43,29,38,100,77,35,60,34,88,55,57,14,21,78,93,47,72,37,34,75,60,37,95,72,67,55
nymbus,56,31,42,100,34,81,57,67,67,68,83,81,42,51,85,45,62,63,61,94,68,45,64,34,58,56,81,43,42,86,59,64,65,39,84,53,73,80,65,20,45,32,60,32,72,29,30,52,77,83,94,71
swipeguide,29,0,0,0,0,37,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,21,0,51,0,100,0,0,37,46,26,0,44,58,0,0,0,0,59,0,0,0,0,0,0,35,44,0,0,41
vibrantmedia,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,59
onshape,41,33,34,37,37,39,38,42,45,54,65,74,88,85,83,83,86,98,84,89,81,99,64,98,85,87,56,38,68,89,83,85,89,97,86,88,99,100,97,97,96,65,76,85,78,80,88,79,87,83,74,72
humaneyes,0,0,0,0,0,0,84,0,0,0,0,44,0,55,0,0,0,0,0,0,28,0,0,0,0,0,71,74,0,0,0,80,0,0,33,0,69,28,0,90,0,0,69,0,100,0,0,54,0,0,78,54
overbond,0,0,76,0,0,0,49,0,0,0,31,0,0,32,63,25,0,0,0,100,0,0,40,40,53,0,87,30,27,0,0,0,0,69,0,25,23,0,0,44,0,0,0,0,41,0,0,30,0,0,0,0
jiffy.ai,0,0,0,52,0,0,0,70,0,0,45,0,99,0,0,0,0,0,81,0,0,0,0,0,0,0,0,71,0,0,0,55,0,55,0,0,0,0,72,0,0,0,0,0,0,100,0,58,0,92,62,57
producepay,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,54,0,0,64,28,0,0,75,24,100,38,24,0,0,0,0,0,55,0,37,49,32,98,43,0,0,99,0,26,0,0
tonikbank,0,37,0,30,0,0,0,100,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,42,32,0,0,76,0,0,0,0,0,0,0,62,0,44,0,0,0,0,0,0,0,28,83,0,56
brainhq,76,13,37,91,100,48,16,80,66,59,56,39,72,81,86,62,37,90,97,76,33,81,74,88,65,99,40,83,84,70,93,73,70,95,74,79,76,58,56,89,76,74,74,85,68,72,52,82,32,79,85,70
frankieone,0,0,18,22,0,0,0,0,0,19,44,0,55,17,0,0,14,19,0,44,0,13,0,26,66,0,0,0,0,17,0,0,22,0,0,18,0,0,0,0,100,15,0,0,0,0,0,37,18,0,0,0
swiftnav,100,0,0,0,0,0,0,52,0,0,0,94,63,0,0,0,95,40,0,0,0,0,52,0,46,44,0,0,52,0,53,41,0,0,0,0,56,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
cyware,58,59,77,100,0,74,45,31,62,36,54,74,62,51,29,72,51,0,21,35,0,0,28,64,40,41,0,34,40,66,41,71,48,47,38,0,27,25,43,25,58,63,89,68,18,0,43,100,59,51,18,99
opengov,84,62,37,43,45,90,61,60,56,71,54,46,65,64,81,61,56,56,64,27,43,85,32,45,98,100,68,59,70,83,16,72,57,77,79,74,76,80,64,74,40,70,54,58,63,68,40,65,54,40,49,82
guiabolso,20,100,78,58,0,53,75,79,0,42,64,66,0,0,40,14,33,25,51,58,47,41,23,45,61,0,31,61,65,35,0,24,41,64,33,38,60,0,38,36,57,0,0,46,0,32,31,0,42,0,0,0
payoneer,81,84,83,83,89,83,96,87,83,83,87,89,81,77,79,80,79,86,80,81,91,89,76,73,82,84,78,78,80,80,79,79,100,99,90,83,86,81,86,82,82,87,82,72,75,88,73,75,77,83,75,87
sorcero,0,40,0,0,0,0,0,64,43,0,0,0,0,0,96,0,0,0,0,52,50,39,61,87,79,42,0,0,88,100,0,55,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,98,80,40,0,66
culdesac,64,97,78,80,75,76,77,73,87,73,88,88,69,83,75,61,75,66,62,88,69,78,74,67,75,62,80,46,88,67,70,68,98,60,65,72,89,73,66,84,80,68,76,90,100,55,78,71,67,67,81,59
synchtank,0,0,0,0,0,61,0,0,0,0,0,92,0,91,0,0,0,0,45,0,0,0,0,0,73,0,0,45,66,90,0,66,45,0,0,41,0,52,38,0,0,0,39,0,0,0,100,47,0,0,56,0
argent.xyz,0,0,0,0,0,0,100,0,29,0,0,0,0,21,0,20,44,0,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,63,0,0,0,0,0,0,0,0,49,0,38,22,57,0,0
roxx,90,83,92,90,98,91,80,85,84,86,88,88,79,74,81,77,93,81,90,85,94,82,73,78,86,83,86,77,100,81,72,88,78,82,79,77,81,74,76,67,67,76,76,78,73,66,81,68,73,65,75,74
blackthorn.io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,59,0,0,0,100,0,39,0,0,0,0,0,0,0,52,63,0,0,0,0,85,0,0,0,0,0,0,0,39
patientslikeme,37,82,0,21,0,0,100,22,0,0,0,0,37,0,32,18,0,23,20,0,0,30,0,18,0,27,0,0,0,0,26,23,0,63,0,0,0,0,27,29,0,0,37,0,33,0,22,0,23,0,0,0
gorillas,100,95,97,91,95,93,99,85,85,77,79,74,79,83,81,77,93,94,84,81,76,77,72,73,90,80,70,67,70,74,71,76,76,76,85,74,77,81,73,77,80,78,80,81,81,81,77,70,77,67,63,61
ordr,79,48,73,68,77,61,68,60,72,62,82,45,78,89,81,78,76,72,61,95,72,96,73,72,69,78,52,57,74,72,76,62,60,83,83,71,76,86,82,83,77,64,56,77,76,100,64,69,69,65,74,65
ordr,79,48,73,68,77,61,68,60,72,62,82,45,78,89,81,78,76,72,61,95,72,96,73,72,69,78,52,57,74,72,76,62,60,83,83,71,76,86,82,83,77,64,56,77,76,100,64,69,69,65,74,65
patientbond,0,0,0,50,49,0,0,0,67,0,0,0,0,0,0,0,62,0,0,31,0,0,0,0,0,0,0,0,76,0,0,36,0,30,0,0,100,0,0,0,0,0,0,0,46,0,0,28,0,0,0,0
kosas,53,56,84,79,76,72,70,61,59,58,59,55,58,52,68,63,58,57,59,70,68,68,88,74,65,67,69,99,100,86,82,81,77,70,68,77,72,65,63,61,56,64,88,84,86,74,64,67,64,64,64,77
opensponsorship,42,0,0,41,0,0,0,0,30,0,49,52,30,42,0,0,48,0,28,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,26,0,0,0,0,0,0,0,0,47,0,36,52,52,49,0,0,0
veem,90,93,99,83,85,91,100,87,86,95,88,87,92,81,97,90,89,92,89,98,88,100,78,84,74,83,77,72,81,81,74,80,90,84,82,80,95,87,89,95,93,93,89,84,91,92,87,85,80,91,85,94
myteadrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,21,0,21,0,0,27,0,0,0,0,100,0,0,44,0,0,37,0,0,0,0,0,0,0,0,28,0,0,0,0,39,0
compredict,0,0,0,0,67,0,0,0,0,0,0,0,37,0,0,64,0,0,0,61,0,0,0,0,0,98,0,0,0,0,35,0,0,0,0,0,62,0,0,0,0,0,0,100,0,0,0,35,0,0,0,49
cyesec,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,100
junilearning,0,67,100,61,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,47,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
cyble,53,48,58,36,44,50,50,71,74,37,46,46,42,41,39,50,73,65,74,87,51,61,95,78,75,36,34,52,71,100,45,85,64,68,49,60,53,78,38,66,59,51,58,66,74,44,53,67,28,40,72,65
moocall,7,0,0,15,6,8,0,0,0,8,0,13,9,0,0,0,0,9,6,0,7,0,0,15,9,0,0,0,0,12,12,12,8,41,100,56,39,27,41,0,31,25,18,13,12,21,12,16,0,0,23,20
zomentum,28,20,40,29,31,0,43,0,0,100,0,0,49,0,36,0,0,0,20,25,0,0,17,0,42,19,36,0,32,32,0,75,0,0,0,30,33,65,30,34,26,29,27,28,50,0,0,35,0,36,40,45
alto.com,46,18,28,40,0,0,0,0,15,0,0,0,24,0,31,0,18,0,20,0,14,21,0,0,35,0,28,0,0,19,24,21,0,0,24,32,39,0,0,21,0,34,0,31,68,0,0,39,0,0,25,100
ondato,28,46,0,34,30,0,59,25,69,47,55,73,39,0,0,0,0,100,59,0,21,21,67,0,24,0,77,33,40,67,0,0,67,56,0,0,61,0,0,78,0,16,17,23,76,36,34,0,35,89,38,0
rimidi,0,55,0,0,0,0,69,0,0,0,0,0,0,0,0,48,0,0,0,100,33,0,0,65,0,0,0,0,0,0,0,0,0,50,35,56,80,0,52,54,47,38,0,52,0,0,0,0,0,0,0,0
medicus,67,64,70,61,60,64,63,68,63,68,68,62,65,65,68,62,64,64,64,65,64,65,61,55,61,64,57,62,70,77,100,74,75,67,77,67,71,72,73,73,73,61,64,66,65,58,63,65,61,64,61,73
bitnomial,0,0,75,87,0,43,0,0,33,0,0,32,0,0,0,0,0,35,0,0,0,100,0,0,0,0,78,0,64,0,0,0,0,0,44,0,0,32,0,0,56,71,0,0,0,0,46,0,0,0,0,0
bikayi,66,37,50,48,64,81,100,74,59,68,61,57,60,35,25,18,21,16,25,20,32,19,24,11,14,6,6,13,20,13,0,0,9,0,11,0,6,30,17,17,0,10,6,14,0,0,0,10,23,10,11,0
chargelab,75,0,24,0,0,34,0,0,17,0,0,0,0,22,29,0,0,0,0,0,100,0,0,0,37,0,25,0,0,0,32,0,27,0,19,0,29,23,0,24,23,0,0,0,0,33,38,96,18,29,19,0
coursekey,50,25,0,20,56,42,63,36,0,53,100,27,15,52,64,24,41,64,22,37,19,37,25,34,34,0,28,0,22,56,47,21,25,20,42,0,69,24,20,23,0,43,43,0,41,28,0,40,56,31,40,32
1build,91,0,0,55,0,100,0,0,0,67,0,0,0,52,0,0,0,0,0,69,0,44,0,49,92,0,0,0,0,0,84,0,0,0,0,0,53,0,88,0,58,0,60,0,0,0,0,0,0,82,0,0
withyotta,50,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,34,0,0,0,52,0,0,0,0,0,0,0,0,0,36,0,0,100,0,0,43,0,0,0,0,0,63,0,0,33,0,86,0,0,60
cureskin,45,37,38,52,30,49,46,54,42,56,51,59,46,41,43,55,51,44,53,49,65,45,53,48,61,67,59,100,69,73,79,80,77,74,88,76,79,80,60,74,74,78,64,51,85,70,65,80,91,74,88,65
o4s,56,0,0,0,59,0,0,28,0,27,0,49,0,55,0,0,56,27,17,23,28,50,35,65,48,63,0,42,100,59,0,37,39,47,28,73,22,34,31,48,70,0,0,18,80,25,0,28,0,0,62,31
magazino,64,89,41,60,55,43,64,43,0,56,77,70,55,77,54,96,91,69,87,56,64,92,78,57,51,40,65,74,77,87,93,78,53,79,70,50,60,100,66,77,66,71,59,30,59,43,81,91,73,54,94,72
hygraph,0,0,0,0,28,13,26,42,27,35,34,40,21,13,10,48,46,27,16,48,32,22,40,46,48,33,32,23,27,49,62,33,40,26,100,39,32,50,43,33,100,80,32,40,42,35,46,44,19,35,35,38
redbooth,0,100,0,57,27,38,35,58,90,67,69,44,62,71,47,28,0,95,63,0,62,40,30,42,39,65,27,0,0,62,0,54,68,33,0,71,45,0,48,31,38,91,0,24,0,22,28,77,52,48,73,33
streamlit,54,49,49,51,43,53,51,51,48,53,51,50,48,50,53,50,53,60,56,56,65,69,62,68,70,66,64,44,63,65,63,64,68,71,76,72,71,70,73,78,79,78,76,81,85,77,86,82,88,83,88,100
sensire,100,93,65,69,49,55,30,54,35,42,27,60,56,45,98,55,50,54,19,50,20,71,57,43,57,49,63,62,39,65,53,57,53,23,48,20,37,25,34,70,58,45,61,59,46,57,51,57,43,47,58,83
acinq,0,0,0,0,0,19,0,20,0,0,0,0,0,0,93,0,0,20,0,0,0,0,0,0,29,0,55,0,0,0,0,0,0,0,0,0,22,0,0,0,22,53,38,0,0,0,17,0,0,0,0,100
kayentis,0,0,0,0,0,51,0,0,0,0,0,35,0,50,0,0,0,0,62,0,0,24,21,26,0,59,0,29,0,0,0,82,0,0,0,0,32,0,0,66,35,0,0,0,0,0,0,83,0,25,0,100
ampacimon,71,0,57,0,39,0,0,55,0,0,45,0,33,0,0,27,0,47,56,53,0,55,0,28,0,0,0,0,0,43,58,64,0,100,0,0,0,0,0,0,29,44,0,0,0,32,0,0,0,27,0,0
selazar,0,0,0,0,0,0,18,39,25,30,28,0,15,0,0,24,0,0,0,33,19,21,0,0,0,47,0,27,0,0,19,17,0,0,0,0,0,0,0,36,0,0,26,20,69,0,0,0,100,30,0,0
binance,79,67,67,60,73,71,72,69,69,67,64,75,71,67,66,62,59,59,59,68,100,80,66,62,57,77,56,49,52,60,59,59,62,61,61,59,55,52,62,69,64,58,65,55,56,56,57,50,49,58,72,57
cevinio,0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,46,0,0,41,0,0,54,40,38,0,0,0,0,0,0,0,39,98,0,56,0,0,0,0
clipline,25,0,25,35,49,0,0,0,25,0,56,19,0,34,22,0,0,0,30,0,41,0,0,21,0,42,22,0,0,0,100,58,0,25,29,0,32,26,0,42,0,44,0,0,0,20,39,39,32,0,23,95
hellotend,0,0,31,0,98,0,0,100,0,0,0,37,0,0,0,0,0,89,52,57,0,30,0,35,0,0,0,0,33,0,0,28,0,0,0,0,26,0,0,0,0,34,70,0,0,0,0,0,0,0,0,0
lunio,64,54,46,67,61,37,51,67,72,48,46,43,51,54,62,60,61,51,51,40,54,60,57,60,56,49,72,68,78,71,57,72,89,50,78,53,78,46,47,75,41,61,48,41,54,79,65,72,60,65,100,90
ostendio,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,0,35,0,100,0,0,51,0,0,73,0,0,0,0,0,48,0,36,77,0,0,0,56,0,0,0,0,43,0,33,48,48,0,0,0,0
modjoul,0,0,0,38,0,0,0,0,0,74,0,0,0,0,0,0,35,0,0,0,0,0,0,33,0,40,0,0,100,0,0,0,0,36,72,0,0,0,0,0,0,0,0,84,0,34,0,36,0,41,0,0
shiru,94,91,83,93,87,86,86,93,58,100,85,95,78,95,81,94,93,80,73,80,94,82,67,94,84,79,85,92,86,78,86,85,70,68,75,82,91,90,74,76,56,79,84,74,84,65,81,63,74,66,70,63
thecoterie,0,0,0,0,0,0,0,0,40,0,32,0,0,0,0,0,0,0,24,0,100,0,31,0,0,0,77,0,31,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,42,0,0,0,0,0,0,0
vitara,32,34,33,50,100,89,76,60,54,53,50,49,56,61,76,66,61,57,57,53,52,51,46,45,44,47,45,49,53,49,52,54,50,50,48,50,50,47,48,49,50,47,42,44,46,44,44,43,43,44,46,44
cherre,56,57,43,78,50,60,46,59,72,51,46,38,68,46,51,48,61,48,57,55,46,44,36,66,55,100,47,50,59,30,59,42,38,57,57,71,58,61,74,48,69,68,57,50,43,61,43,55,70,77,68,57
lytica,0,29,25,55,0,39,41,0,29,51,0,0,63,0,26,0,0,30,38,100,68,0,82,0,69,28,67,61,37,55,61,50,0,48,0,46,33,55,0,27,0,33,31,33,53,47,48,0,26,0,32,0
everstream,70,42,0,53,44,36,58,52,52,59,17,56,53,73,57,59,47,35,0,75,58,61,0,59,44,68,78,36,26,100,50,66,38,96,55,22,79,66,69,30,49,67,87,68,41,48,62,40,43,63,42,87
inscripta,53,37,45,63,13,60,31,59,17,36,27,56,48,51,33,44,25,67,18,45,17,48,58,100,46,54,39,37,53,28,75,51,52,36,48,64,33,47,54,59,31,20,46,77,47,47,41,43,49,34,48,44
makerdao,21,14,21,18,12,17,18,25,11,12,17,17,11,12,11,13,13,7,18,100,29,23,17,31,18,17,9,10,13,14,19,11,10,11,16,11,12,22,19,14,12,12,5,8,11,7,12,5,6,7,4,9
hypelabs,0,0,0,0,50,47,0,66,0,0,0,70,0,0,0,0,0,31,0,0,0,0,0,0,0,65,0,0,0,0,31,0,0,34,0,54,0,0,0,100,0,0,0,0,0,0,0,76,0,0,0,0
tydo,27,46,30,33,29,24,81,0,25,54,30,27,39,43,28,60,39,56,35,100,55,38,20,33,36,76,27,37,36,0,41,97,0,32,62,0,26,78,43,55,20,41,34,18,0,0,21,62,0,75,16,28
y42,0,39,35,75,67,34,0,0,22,60,50,35,40,54,68,36,37,20,53,100,53,39,83,41,36,0,0,0,0,75,41,62,0,18,40,55,21,31,18,42,88,0,40,37,43,0,31,22,0,57,41,70
theguarantors,59,0,0,34,68,22,21,32,0,0,54,20,50,30,25,41,0,0,0,23,41,0,0,0,0,91,0,0,47,31,23,18,19,0,23,32,0,0,38,42,26,38,0,18,48,63,100,25,20,0,0,54
jana,91,82,80,100,85,88,80,82,91,81,77,79,78,78,78,71,75,84,71,75,76,79,67,66,69,74,73,82,86,84,93,100,78,73,73,78,77,71,70,71,78,83,71,73,78,67,72,71,82,80,84,84
treasuryprime,0,0,0,0,0,0,48,0,0,0,0,49,0,0,100,0,0,0,45,0,0,0,0,44,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,42,0,0
trustandwill,46,44,46,26,0,41,0,35,0,29,49,55,43,0,0,36,46,100,25,77,0,69,0,31,0,0,0,62,0,30,32,0,30,0,0,0,78,0,0,64,24,0,54,29,0,19,0,75,0,20,96,0
socprime,99,57,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,100,72,0,0,51,0,0,0,0,82,0,0,0,0,28,0,0,0,0,0,0,0,52,47,26,0,56,0,30,0
sensorfact,26,28,33,36,35,0,0,36,0,52,0,23,21,0,18,0,0,0,29,0,0,0,0,0,0,0,67,0,30,0,0,91,22,100,0,0,75,38,20,39,0,26,0,30,67,0,0,25,0,0,35,0
silanano,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,34,0,0,71,0,24,0,28,100,0,0,0,0,0,0,0,0,0,0,38,27,0,46,0,0,0,0,0,0,0,0,57,0,24,67,0
rt-net,0,0,0,50,0,100,63,69,81,87,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,48,72,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sovrn,43,63,56,48,64,96,0,30,51,72,0,40,77,0,31,65,39,55,83,39,44,59,36,53,36,55,93,41,55,65,0,49,46,100,59,54,41,50,91,34,66,63,76,58,82,72,59,74,92,80,82,45
nightfall.ai,0,72,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,47,0,23,0,27,0,0,0,26,21,39,0,21,0,0,0,0,100,0,27,22,23,0,0,0,0,0,24,75,0
swimlane,66,72,62,73,66,62,62,63,73,76,62,65,79,79,72,70,87,86,86,76,64,73,79,92,86,66,44,45,61,66,98,100,92,85,88,85,80,82,69,87,98,86,86,78,73,79,86,85,78,66,65,100
validus,51,61,58,58,44,54,49,81,58,63,53,64,68,81,85,82,97,87,96,91,88,88,75,62,74,81,79,70,77,100,77,89,96,70,72,90,80,86,77,80,77,75,86,75,75,72,77,94,96,82,78,86
