,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
comfyapp,,40,28,71,0,21,0,0,0,0,21,39,0,0,23,0,0,100,0,0,0,0,0,59,0,0,58,36,20,37,0,0,37,0,0,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,45,0
siliconhive,,0,0,0,0,0,26,0,40,0,0,0,0,0,0,0,100,0,0,0,0,0,39,0,0,81,0,0,0,0,47,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precisedx,,32,0,0,0,49,29,0,0,47,45,0,0,45,100,0,27,0,0,0,37,0,0,0,0,0,0,0,54,0,0,0,0,40,39,27,0,29,0,0,0,0,0,29,0,0,0,0,0,39,0,35
plumorganics,,0,0,0,0,0,100,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,83,0,84,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,80,0,0
morega,,0,0,46,15,43,0,29,45,20,62,25,0,0,46,0,25,25,33,20,0,55,0,39,35,14,40,0,22,52,0,13,100,26,21,77,47,81,29,18,0,26,61,0,47,52,69,77,19,39,54,53
swoopo,,31,0,54,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,31,0,0,49,0,0,0,0,0,0,0,100,0,78,28,0,0,0,0,73,0,0,37,0,0,0,0,0,0,0,0,0
restlessbandit,,0,0,0,0,28,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,0,0,100,0,0,0,0,95,0,29,0,0,0,0,0,0,0,71,36,0,0,25,0,0,0,0,0,0
chipwrights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,94,0,38,47,0,44,0,0,0,0,0,99,0,0,0,100,0,0,0,0,0,0,0,0,0,0,39,0,0,0
powerchallenge,,0,0,0,98,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,48,0,0,85,0,52,0,0,78,0,33,34,0,0,0,100,0,0,0,37,0,0,0,0,33,0,0,0,0,51,35,0
grabr,,31,35,19,18,21,18,28,28,21,18,17,10,23,20,31,24,19,24,33,29,21,12,19,14,27,21,24,19,12,20,21,19,17,18,23,20,21,26,24,50,100,53,46,49,28,29,16,29,27,28,28
sendio,,0,44,36,0,0,0,100,63,38,0,0,69,41,95,83,27,69,0,0,26,0,0,45,32,42,42,70,0,0,0,42,52,0,0,0,0,0,64,44,58,27,47,0,76,45,85,35,0,0,44,0
carfix,,76,41,74,82,57,61,64,77,67,69,69,70,52,80,79,87,63,51,50,69,55,53,85,76,88,54,59,75,69,92,81,80,60,75,72,50,65,96,90,70,56,81,56,39,100,76,65,79,51,66,82
mailo,,57,61,56,49,54,52,47,51,46,54,49,48,55,48,57,57,58,62,49,54,49,53,55,50,57,51,55,55,48,62,58,64,63,54,52,58,57,57,60,52,62,61,64,53,57,100,57,56,47,54,51
feedhenry,,0,37,0,0,0,0,0,0,0,0,0,0,0,41,33,64,0,0,0,0,0,0,0,0,0,0,30,43,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,47,0,31,0
superleaguetriathlon,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,42,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,39,28,0,0,0,0,0,0,0,0,0,43,0,0,78,0,0,0,37,0
fassker,,0,0,0,0,0,0,0,0,100,0,28,0,0,0,0,29,26,0,0,22,0,23,0,0,0,22,0,48,0,27,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,19
superleague,,6,6,7,6,9,7,14,11,12,28,44,57,46,65,51,21,70,66,78,73,69,95,54,9,8,10,13,52,58,77,66,74,77,92,73,90,94,42,67,78,56,26,100,59,26,91,76,55,34,13,12
godamwale,,40,0,0,0,0,0,0,30,0,0,0,0,71,0,0,0,60,0,0,0,38,0,0,28,0,0,0,100,44,0,0,76,31,76,28,0,0,34,29,0,0,78,0,0,0,0,0,0,0,0,0
myevercar,,0,0,0,0,0,100,0,66,44,0,0,0,0,61,71,0,0,0,50,0,0,0,0,0,0,0,35,0,0,34,47,0,0,0,0,0,0,0,0,0,60,0,0,0,0,34,0,0,0,49,0
volantis,,20,38,33,18,28,38,47,40,35,41,66,76,92,67,100,75,80,60,61,62,58,89,69,45,54,62,59,34,50,48,46,52,52,51,58,46,59,36,30,40,38,39,34,34,27,35,38,33,22,45,36
fullfill,,59,67,64,65,56,45,66,56,62,70,54,75,63,56,68,100,61,56,66,62,92,64,83,70,53,75,60,71,65,76,59,75,58,74,84,71,45,73,67,73,61,62,82,55,46,64,69,66,71,77,63
bornfight,,31,46,0,37,25,0,0,0,0,26,0,29,0,100,25,74,30,0,34,33,0,0,0,36,31,40,26,0,65,45,0,66,0,43,31,28,46,0,48,0,52,0,0,32,0,27,0,0,0,0,0
adometry,,82,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,82,0,0,0,0,0,59,0,0,0,0,0,69,52,52,0,64,0,0,0,0,48,0,0,48,0,0,0,0,48,85,0,0,100
innomar,,47,83,79,55,43,74,52,39,49,41,46,30,47,56,37,38,69,84,69,37,100,27,66,62,45,44,50,44,32,45,43,56,60,69,62,67,48,55,74,39,76,54,29,54,51,64,47,52,44,40,67
sdtech,,57,0,0,0,0,0,0,50,37,38,0,0,0,0,22,39,0,23,0,0,0,0,0,32,0,27,20,34,24,0,0,0,0,0,31,0,34,28,0,71,0,0,0,100,60,57,25,0,0,34,0
bigframe,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14,0,0,0,32,0,0,0,0,0,0,0,24,0,0,16,0,0,0,0,0,0
buyk,,100,33,0,46,33,49,22,75,65,21,69,0,15,46,21,16,92,67,67,39,0,0,21,47,29,46,0,58,41,0,69,71,44,79,67,58,63,70,28,32,44,55,43,92,52,30,27,30,33,26,0
virtuallogix,,0,100,0,0,46,70,0,0,59,0,94,0,0,0,0,0,52,0,0,0,0,65,49,0,54,0,41,0,0,0,39,0,0,0,0,0,0,43,0,0,67,0,0,0,74,0,0,0,0,46,0
waddle,,20,21,19,21,22,23,26,24,24,32,36,46,52,44,70,100,35,40,39,91,51,44,37,31,37,59,59,50,66,39,34,50,25,24,23,30,22,22,22,22,21,20,22,21,21,24,21,21,22,21,19
locationkit,,39,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,40,0,0,88,39,52,0,0,0,0,0,100,0,0,0,0,29,0,0,0,0,0,46,0,0,0,52,25,0,0,0,0,0,0
kontera,,33,40,0,24,77,54,64,41,54,35,0,53,45,32,44,57,0,61,60,16,65,0,57,29,57,58,69,27,0,36,59,100,50,44,82,29,0,0,64,39,44,53,0,49,64,36,0,46,17,43,0
webpesados,,0,0,41,0,0,0,0,0,0,0,21,0,0,0,0,0,100,37,38,0,0,29,17,0,0,15,0,0,0,0,0,0,0,32,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
evie,,100,88,94,80,81,79,83,94,82,79,87,83,78,74,73,72,77,81,72,72,73,77,68,67,66,64,66,69,73,68,71,76,70,67,68,69,67,66,69,67,62,67,69,66,66,63,64,60,66,62,66
homerun,,13,14,13,15,26,100,15,14,13,13,15,13,14,20,33,32,30,14,13,11,10,9,6,5,6,8,5,5,5,5,6,6,6,6,6,6,7,7,7,8,10,11,14,15,13,13,13,12,14,13,13
eleqtron,,17,29,0,0,25,0,47,18,0,78,0,0,0,30,0,0,20,0,25,99,0,44,34,0,17,27,0,0,29,61,100,20,17,0,0,40,0,0,39,0,51,0,60,0,19,0,22,0,0,61,26
adadyn,,0,0,24,0,0,0,0,0,25,0,0,0,0,0,0,0,33,25,0,26,43,0,0,0,72,0,0,0,0,0,35,0,0,28,0,0,0,31,0,0,100,27,0,21,0,0,0,0,0,0,68
newb,,84,74,65,44,80,93,86,59,49,59,72,83,73,67,93,91,96,59,44,100,72,63,73,99,60,61,76,72,60,70,60,72,60,42,54,46,69,70,49,54,29,50,56,59,60,47,56,47,56,56,44
aetherpal,,0,0,32,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,100,0,31,0,0,0,0,0,38,0,0,20,0,0,24,0,0,0,0,0,24,0
appia,,95,84,88,88,78,88,86,82,89,75,78,84,88,80,85,88,89,89,79,86,89,90,85,75,81,82,81,86,82,79,91,100,96,91,80,86,90,80,89,98,81,91,91,95,89,90,88,85,83,81,82
crossfiber,,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,49,0,0,21,0,0,0,0,0,0,66,0,0,0,0,35,55,100,25,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
endoluxe,,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,45,43,51,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,47,0,0,0,100,0,0,88,0,0,0,63,0,0,0
craftsvilla,,70,56,96,88,50,46,79,73,88,67,76,80,66,53,100,69,61,52,51,70,44,40,58,60,33,80,15,60,46,15,43,29,14,35,46,20,35,40,42,35,26,38,55,57,25,41,30,55,56,46,44
shopthrilling,,0,0,0,0,0,0,0,0,0,0,0,0,100,84,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
alarmbox,,58,49,29,22,26,22,68,48,34,43,47,30,21,36,0,0,53,41,30,25,39,24,45,21,82,17,62,22,0,0,69,35,0,0,27,18,32,33,43,19,70,0,58,0,100,41,26,66,33,50,61
baanto,,0,0,0,47,0,22,0,0,0,0,0,0,0,0,13,0,0,0,0,27,0,0,20,0,0,0,31,27,18,0,0,0,0,0,0,0,0,0,0,0,21,0,14,16,0,0,100,0,16,0,26
mdinsider,,0,0,58,42,0,0,0,0,0,0,100,0,0,0,0,0,0,32,0,0,48,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
adianta,,84,90,82,90,93,81,86,91,96,92,96,84,75,95,88,81,90,91,90,100,92,85,83,81,76,74,73,75,83,77,70,74,73,68,74,77,73,73,78,83,90,78,87,80,79,73,76,77,69,83,72
redbubble,,73,68,73,72,79,78,80,81,85,87,84,78,79,76,77,72,73,71,75,79,75,86,91,93,100,97,92,76,89,80,71,76,74,77,73,70,71,81,77,74,72,74,74,65,68,63,64,60,59,59,66
opun,,36,36,42,36,36,53,100,0,35,29,53,41,80,20,41,46,83,47,48,28,73,46,43,17,45,23,31,53,22,56,38,16,35,46,43,49,50,55,46,40,85,30,29,25,19,65,59,27,29,85,56
loopt,,78,93,88,79,82,92,84,84,77,89,86,89,88,93,98,92,75,79,77,84,85,75,79,87,84,95,90,81,82,86,83,81,85,91,91,84,84,81,86,84,97,90,91,90,95,84,99,97,84,100,97
snrlabs,,0,0,0,0,0,0,0,65,0,0,0,0,0,0,100,61,0,0,0,0,0,0,0,0,0,63,73,0,0,0,0,75,86,0,0,0,0,0,68,0,0,0,0,0,0,0,68,0,0,50,0
relendex,,0,89,0,0,41,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,47,99,0,0,0,0,80,0,0,0,0,0,39,0,0,0,0,0,66,98,0,0,0,0
gazillion,,78,74,52,52,72,63,48,56,44,71,51,54,52,42,51,46,45,47,86,61,49,45,62,44,53,48,42,51,70,42,45,48,52,53,54,59,49,53,58,49,55,59,70,94,100,80,76,75,53,65,79
illuminarium,,44,50,71,51,56,47,62,44,44,54,36,51,45,35,42,58,51,33,46,31,54,75,83,96,80,77,81,85,100,52,44,36,40,35,37,37,50,32,39,35,39,32,49,43,39,36,33,46,28,32,31
guardinex,,0,0,0,0,0,0,100,0,0,0,0,82,0,0,0,45,0,0,22,0,0,0,0,19,0,0,19,0,0,0,0,0,19,0,26,0,0,0,0,0,0,36,0,0,0,38,0,0,0,0,0
aidis,,43,49,69,100,40,42,89,96,70,85,67,83,72,82,50,84,54,46,57,44,25,46,62,66,78,72,74,43,61,41,34,52,53,35,51,72,56,49,36,57,56,66,31,63,39,44,65,54,54,57,62
mlevel,,45,0,42,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,38,0,0,68,0,0,38,0,0,0,61,0,35,0,0,0,0,0,38,63,0,0,0,74,0,100,0,0,0,0,78,0
lieferheld,,92,78,81,64,68,75,100,63,72,59,67,57,73,62,70,58,64,46,54,41,66,42,43,50,47,48,49,52,54,49,59,42,39,56,44,45,32,47,37,32,32,40,66,47,41,28,39,32,27,40,26
aquitureforma,,0,100,30,0,0,0,55,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,27,0,47,0,29,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,27,0,0,31,0,81,25,0,0
pafin,,0,0,0,100,31,44,66,0,69,56,0,0,34,50,62,51,35,0,0,57,0,54,96,0,0,73,0,0,44,59,39,42,98,32,0,48,30,58,66,0,31,90,0,48,0,0,48,0,0,36,0
reterro,,0,47,0,0,0,0,0,0,0,0,0,0,0,53,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,0,100,0,0,0,43,78,0,0,0,0,0,0,0,41,0,0
covaro,,0,0,0,0,0,0,0,0,0,44,57,0,100,0,0,0,0,0,0,33,38,0,0,78,0,0,0,47,0,0,56,0,0,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxlinear,,31,70,82,65,63,81,80,68,69,57,68,53,100,86,82,68,20,66,63,72,53,80,74,55,42,67,65,40,31,48,79,48,71,76,81,61,60,65,38,73,64,60,51,38,30,63,58,65,60,45,64
spondoolies-tech,,0,0,54,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,27,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,37,42,0,33,0,0,0,0,0,0,0,0,0,0
twity,,48,23,38,23,13,39,26,100,25,52,34,43,30,48,27,48,32,38,39,48,60,52,37,33,33,35,39,38,27,48,61,31,34,31,19,35,37,34,18,42,41,37,49,33,56,56,24,40,33,27,51
deringhall,,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,74,0,0,0,47,0,0,100,0,0,0,0,0,27,0,0,0,43,0,0,0,0,0,0,0
waveset,,0,0,0,0,27,0,0,0,23,0,0,43,0,0,0,0,0,0,27,0,0,0,0,0,0,100,0,0,0,0,24,0,0,0,37,0,39,44,0,29,0,26,0,26,0,0,0,30,0,75,0
qspex,,0,35,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,18,0,0,0,0,0,0,17,100,0,51,0,0,0,0,0,0,0,30,0,0,0,0,59,0,0,0,0,0,0,0,0,0,63
precisiondemand,,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,67,0,0,0,0,0,0,0,54,0,0,100,0,0,0,0,0,0,0,66,0,0,0,78,0,0,0,0,0,0,0,0,0,0
lumotive,,0,0,79,0,0,0,77,0,0,0,0,0,0,0,0,100,0,0,54,0,0,0,0,0,61,0,0,0,0,76,0,73,0,48,0,0,0,47,0,71,62,0,0,67,58,0,0,54,0,0,0
extricom,,0,0,0,0,0,0,0,33,0,0,0,0,65,0,0,0,82,0,0,0,0,0,0,36,0,47,100,49,0,50,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0
flatfair,,27,54,0,0,0,45,0,47,0,63,0,25,0,71,0,49,0,36,0,0,100,0,67,68,36,0,70,0,44,0,31,45,0,0,0,0,72,36,25,40,77,26,46,0,0,0,0,0,64,51,0
topnetwork,,0,29,0,53,0,54,31,0,0,0,0,0,34,0,0,0,41,0,46,54,0,43,0,0,0,0,41,0,0,0,24,0,30,22,0,0,0,100,38,0,0,26,0,41,0,46,0,0,56,43,0
cchan,,0,31,0,0,0,0,37,0,0,0,0,0,0,0,0,50,0,80,56,33,39,49,0,0,0,49,0,27,0,0,0,0,0,0,0,25,100,27,47,63,0,80,41,31,0,0,41,24,30,0,0
investorist,,0,0,0,0,0,0,0,52,0,0,0,0,0,0,61,0,0,0,29,0,0,0,0,0,0,0,47,0,100,0,0,0,34,0,0,0,0,0,0,34,54,0,0,0,0,0,0,45,0,0,0
znode,,100,64,0,0,0,0,56,21,0,0,72,40,27,35,53,81,0,0,28,50,24,33,0,0,0,27,46,30,91,86,0,25,59,0,0,29,0,0,39,0,0,0,0,0,0,52,48,0,53,25,0
drupps,,0,0,0,0,0,0,0,44,34,0,0,96,100,0,0,0,0,0,0,0,0,0,0,0,66,0,0,51,0,0,0,63,55,68,0,0,0,0,52,0,50,0,0,0,0,0,0,0,0,0,59
abmrc,,0,0,39,0,0,0,0,0,0,0,50,0,0,0,0,64,0,100,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,37,0,0,54,0,0,0,0,64,0,41,40,0,0,0,0
swifto,,0,76,0,0,0,0,0,0,0,0,0,0,0,44,58,51,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,40,50,0,0,47,0,0,44,92,0,60,0,0,0,0,100,53,0,0,0
cloudmade,,0,47,37,0,0,32,0,32,0,0,0,29,0,0,0,35,0,0,0,0,53,0,73,0,0,0,0,41,68,0,58,0,0,100,27,0,0,34,0,27,38,29,0,0,0,0,28,0,0,37,35
renogy,,99,95,86,96,97,94,86,88,100,91,84,82,83,73,70,76,62,70,70,69,60,59,74,71,71,65,63,64,60,68,65,71,71,66,70,78,79,74,82,76,76,76,84,79,90,82,89,77,91,84,94
riotgames,,80,71,85,67,83,73,71,75,77,71,72,84,76,64,75,68,69,75,73,67,72,65,85,63,62,85,85,76,77,100,86,68,78,81,75,76,82,82,100,84,87,77,83,77,72,71,84,68,71,61,68
senreve,,44,69,51,45,49,48,89,100,72,35,45,60,39,34,37,42,37,40,39,25,42,42,48,52,43,41,46,53,39,42,39,49,33,44,43,59,54,37,27,39,54,58,54,60,41,46,47,51,35,47,22
reserve.com,,0,0,74,48,29,20,100,34,15,0,0,29,0,0,0,44,0,42,14,18,19,21,23,26,16,24,0,0,0,43,0,0,17,0,70,20,35,17,16,31,35,17,0,13,34,0,20,0,0,0,27
vishuo,,0,38,0,0,24,0,0,0,0,0,0,0,0,48,29,0,0,0,56,0,60,0,0,37,0,68,0,100,0,0,0,0,0,0,0,39,0,0,0,24,0,26,0,0,0,0,41,0,0,0,0
osakakuma,,0,0,0,56,0,0,0,0,0,35,0,86,0,0,44,50,100,0,39,36,0,0,61,50,0,0,0,0,0,0,0,0,0,64,0,0,40,0,45,0,0,0,0,92,0,0,53,44,41,0,0
creduce,,0,53,0,0,0,0,0,0,0,0,100,99,0,0,55,0,0,0,75,0,0,0,0,39,0,0,0,0,0,0,43,40,70,0,0,0,0,0,0,49,0,0,0,0,0,52,37,0,0,0,48
coperni,,6,8,6,8,7,8,7,5,6,5,7,5,5,7,13,81,100,29,19,16,12,12,11,10,12,11,13,11,10,11,15,13,13,13,12,12,14,19,21,15,16,15,12,11,12,11,10,9,11,9,9
atmoph,,16,100,53,28,69,59,34,84,18,68,0,97,41,17,29,19,37,16,38,33,55,58,28,31,31,35,30,48,56,48,45,33,49,38,89,53,28,26,43,79,46,44,63,62,52,32,31,46,42,60,21
colloquis,,61,0,45,0,0,0,44,0,0,0,31,33,0,0,0,100,31,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,44,0,0,0
alltherooms,,0,0,0,0,32,0,0,0,100,0,51,0,0,41,40,0,0,0,0,0,51,39,51,0,0,0,36,0,94,0,0,73,0,0,67,0,0,0,0,0,50,0,59,0,0,79,0,0,0,0,0
investify,,48,20,0,0,62,31,27,0,0,0,0,83,0,28,24,0,0,41,0,0,0,0,0,20,38,0,20,100,55,0,38,39,0,0,0,23,19,0,28,0,28,25,23,0,0,21,0,0,24,0,25
shooger,,32,0,100,0,0,0,0,25,38,0,0,0,26,0,28,23,0,0,0,0,0,33,0,0,0,32,0,30,0,38,0,0,0,33,0,0,76,0,0,0,52,0,0,0,0,0,72,0,0,23,0
optrascan,,0,0,0,0,0,0,0,52,0,51,0,73,65,61,0,81,53,0,100,0,73,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,74,0,43,0,0,0,0
quintess,,55,70,50,39,58,44,63,36,61,42,56,48,62,41,54,53,43,61,48,65,29,53,65,91,62,100,71,40,47,52,37,46,61,52,49,39,54,30,50,46,48,55,51,53,44,35,37,35,65,44,36
otovo,,57,44,37,60,40,53,85,100,64,60,75,98,90,75,82,46,50,47,71,65,60,47,38,28,31,39,27,38,38,31,45,54,73,60,64,64,67,43,58,72,61,64,44,46,35,51,53,62,49,56,47
800degreespizza,,32,0,56,31,0,63,0,0,0,0,0,0,0,0,57,29,24,0,0,0,0,0,0,0,0,29,0,100,0,0,0,0,0,0,32,0,0,32,0,0,23,37,0,42,55,0,0,0,0,0,0
kayak.com,,82,83,100,85,69,84,78,73,73,68,63,63,73,66,62,65,62,57,62,58,53,57,55,47,56,61,60,50,58,64,60,66,64,68,62,57,61,68,71,77,72,66,51,55,63,48,67,64,83,60,53
newmerix,,0,0,0,0,0,0,39,0,25,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,77,38,74,0,0,0,25,0,0,52,100,0,0,0,0,0,0,52,0,0,0,0,0,25,0,0
teleteachers,,34,0,69,0,0,0,39,0,41,0,42,100,0,0,0,31,0,60,0,0,0,0,0,0,0,96,43,0,0,34,0,0,0,0,0,0,0,29,42,42,0,32,0,0,0,0,0,0,0,0,0
fashwire,,0,0,0,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,79,0,0,100,0,0,0,0,0,57,0,0,0,0,0,0,0
artorius,,71,47,36,56,100,76,72,84,64,38,74,45,42,35,51,22,25,29,38,37,34,22,46,45,44,37,22,32,44,49,75,79,65,51,66,63,42,54,49,59,65,55,49,48,39,60,45,66,73,62,84
artorius,,71,47,36,56,100,76,72,84,64,38,74,45,42,35,51,22,25,29,38,37,34,22,46,45,44,37,22,32,44,49,75,79,65,51,66,63,42,54,49,59,65,55,49,48,39,60,45,66,73,62,84
terrafugia,,29,22,0,0,20,50,0,35,17,27,33,100,0,26,0,0,0,0,21,13,0,27,18,22,35,13,13,0,0,13,25,39,25,0,0,41,0,18,33,0,0,0,36,0,21,32,40,25,15,0,0
mybites,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,29,14,0,20,17,0,22,0,26,49,100,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0
slip.stream,,44,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,64,0,33,100,0,0,47,85,0,0,32,0,0,0,0,27,0,0,0,0,0,0,0,0,68,0,32
adzuna,,39,46,36,47,59,39,48,41,48,54,53,36,58,41,49,45,44,42,48,55,74,47,50,39,41,54,58,41,23,57,78,69,64,73,79,69,86,50,78,52,47,48,56,55,49,49,55,24,61,100,56
morphcast,,0,0,0,0,0,19,0,0,0,100,0,0,0,0,38,0,0,0,0,0,0,35,50,0,0,32,20,0,0,0,0,66,69,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
coreoptics,,0,0,0,0,0,0,0,0,78,33,0,0,0,0,45,100,62,0,49,0,0,94,0,0,0,0,0,0,0,0,0,0,29,59,0,30,0,0,0,0,0,0,0,0,0,44,0,0,0,31,0
oncyber,,49,39,64,61,100,61,63,36,55,45,74,64,37,44,64,49,71,28,61,62,36,41,0,29,44,26,25,25,0,47,26,48,0,46,93,39,19,38,39,24,47,37,27,56,35,21,66,38,45,29,25
tulipsmarket,,0,50,0,0,38,0,78,0,60,0,0,0,0,0,0,0,42,0,0,0,91,0,0,0,0,0,0,0,100,0,0,0,78,0,0,0,0,0,0,52,0,37,0,0,0,0,0,59,48,0,0
compufirst,,0,0,0,0,0,0,0,0,0,21,0,35,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,61,31,0,0,0,0,27,20,100,29,0,0,31,20,0,0,35,0,0,0,36
beyondtherack,,0,0,61,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,53,69,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
maystreet,,0,0,0,0,0,0,25,19,40,0,0,0,0,26,100,0,0,0,25,0,51,26,32,0,44,0,24,0,0,0,0,0,0,0,0,0,46,0,29,46,20,0,29,0,0,33,0,26,0,0,24
blastpremier,,58,18,0,0,0,0,0,0,0,58,26,44,23,25,0,0,18,0,0,37,0,0,14,64,22,0,32,0,0,0,0,0,25,0,27,0,0,0,0,0,14,36,16,0,0,55,19,54,100,69,20
blastpremier,,58,18,0,0,0,0,0,0,0,58,26,44,23,25,0,0,18,0,0,37,0,0,14,64,22,0,32,0,0,0,0,0,25,0,27,0,0,0,0,0,14,36,16,0,0,55,19,54,100,69,20
sushirrito,,31,49,57,59,41,48,50,64,82,33,47,36,71,44,52,67,81,37,36,52,32,44,70,26,24,0,60,30,57,41,25,27,26,100,59,49,33,29,27,22,26,21,59,34,51,50,28,29,29,53,55
opsdatastore,,0,0,0,52,0,100,0,0,0,0,0,78,0,0,0,0,0,0,0,0,53,44,43,0,0,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
poparazzi,,94,87,63,61,70,58,48,64,50,90,73,73,51,68,65,64,100,76,59,66,46,63,55,73,65,57,41,66,60,91,66,68,20,49,83,33,73,97,50,35,58,44,69,55,74,87,76,46,43,34,59
scribblelive,,0,0,19,0,27,0,100,0,0,0,0,0,38,19,66,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,60,0,0,0,0,0,19,0,12,0,22,16,0,0,0,0,0,0,12,0,0
vocalocity,,0,0,0,40,0,0,0,0,93,0,0,0,0,40,0,0,0,55,0,0,0,0,0,56,99,0,0,0,41,0,0,0,50,0,49,100,0,0,0,0,0,0,0,74,0,46,0,0,0,0,0
aicadium,,36,0,69,0,0,0,48,0,0,0,28,53,0,0,0,34,0,0,0,0,45,30,0,0,0,0,0,0,0,0,0,0,52,44,0,0,33,0,0,0,0,30,0,0,100,0,42,36,0,0,0
sensorin,,27,49,0,0,39,28,0,0,33,0,26,0,0,47,0,0,60,74,23,0,51,26,26,57,90,59,0,33,0,0,0,65,0,0,0,0,0,0,76,0,0,60,0,82,100,0,24,27,39,44,47
raus,,29,33,30,31,30,31,29,32,32,28,30,30,30,30,32,32,30,32,31,34,32,27,27,28,39,31,32,29,33,33,37,48,100,47,30,33,45,49,56,55,58,43,54,62,52,55,51,42,35,36,37
storelli,,68,97,53,73,16,35,55,23,63,76,42,83,72,64,55,64,34,91,71,73,84,15,82,47,72,72,81,13,85,32,64,83,63,22,100,55,80,70,73,43,99,84,67,82,80,33,56,95,92,41,62
lancey,,52,50,43,54,53,44,41,41,39,44,49,57,56,55,61,100,93,70,63,92,93,70,74,57,51,48,57,47,34,42,39,37,45,46,56,40,73,43,57,52,68,50,53,47,51,51,72,52,49,55,49
